fecha,año,mes,distrito,archivo_fuente,relacionadas_con_personas,relacionadas_con_patrimonio,por_tenencia_armas,por_tenencia_drogas,por_consumo_drogas,personas_detenidas,accidentes_con_victimas,accidentes_sin_victimas,infracciones_alcohol_adultos,infracciones_alcohol_menores
2017-04-14,2017,4,ARGANZUELA,212616-92-policia-estadisticas.xlsx,8.0,9.0,3.0,8.0,3.0,17.0,22.0,23.0,43.0,1.0
2017-04-14,2017,4,BARAJAS,212616-92-policia-estadisticas.xlsx,11.0,8.0,1.0,1.0,0.0,15.0,7.0,11.0,57.0,3.0
2017-04-14,2017,4,CARABANCHEL,212616-92-policia-estadisticas.xlsx,52.0,29.0,1.0,31.0,0.0,51.0,29.0,41.0,350.0,3.0
2017-04-14,2017,4,CENTRO,212616-92-policia-estadisticas.xlsx,55.0,91.0,21.0,76.0,16.0,149.0,42.0,28.0,1055.0,0.0
2017-04-14,2017,4,CHAMARTÍN,212616-92-policia-estadisticas.xlsx,5.0,4.0,3.0,12.0,1.0,14.0,26.0,25.0,34.0,2.0
2017-04-14,2017,4,CHAMBERÍ,212616-92-policia-estadisticas.xlsx,5.0,10.0,0.0,3.0,1.0,3.0,17.0,23.0,28.0,0.0
2017-04-14,2017,4,CIUDAD LINEAL,212616-92-policia-estadisticas.xlsx,22.0,10.0,0.0,8.0,3.0,35.0,32.0,32.0,6.0,3.0
2017-04-14,2017,4,FUENCARRAL - EL PARDO,212616-92-policia-estadisticas.xlsx,11.0,6.0,0.0,8.0,2.0,11.0,22.0,25.0,125.0,0.0
2017-04-14,2017,4,HORTALEZA,212616-92-policia-estadisticas.xlsx,11.0,6.0,4.0,48.0,9.0,12.0,14.0,24.0,194.0,12.0
2017-04-14,2017,4,LATINA,212616-92-policia-estadisticas.xlsx,29.0,22.0,1.0,14.0,6.0,37.0,24.0,30.0,303.0,0.0
2017-04-14,2017,4,MONCLOA - ARAVACA,212616-92-policia-estadisticas.xlsx,22.0,20.0,2.0,15.0,1.0,6.0,30.0,22.0,41.0,3.0
2017-04-14,2017,4,MORATALAZ,212616-92-policia-estadisticas.xlsx,14.0,9.0,0.0,4.0,0.0,11.0,8.0,11.0,18.0,0.0
2017-04-14,2017,4,PUENTE DE VALLECAS,212616-92-policia-estadisticas.xlsx,36.0,37.0,3.0,14.0,3.0,85.0,28.0,47.0,219.0,0.0
2017-04-14,2017,4,RETIRO,212616-92-policia-estadisticas.xlsx,3.0,0.0,2.0,12.0,0.0,4.0,25.0,27.0,36.0,0.0
2017-04-14,2017,4,SALAMANCA,212616-92-policia-estadisticas.xlsx,3.0,23.0,3.0,15.0,2.0,33.0,28.0,38.0,27.0,8.0
2017-04-14,2017,4,SAN BLAS - CANILLEJAS,212616-92-policia-estadisticas.xlsx,31.0,20.0,1.0,26.0,0.0,21.0,22.0,34.0,106.0,5.0
2017-04-14,2017,4,SIN DISTRITO ASIGNADO,212616-92-policia-estadisticas.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-14,2017,4,TETUÁN,212616-92-policia-estadisticas.xlsx,14.0,17.0,2.0,5.0,1.0,33.0,24.0,27.0,6.0,0.0
2017-04-14,2017,4,USERA,212616-92-policia-estadisticas.xlsx,20.0,25.0,8.0,11.0,0.0,21.0,21.0,23.0,340.0,3.0
2017-04-14,2017,4,VICÁLVARO,212616-92-policia-estadisticas.xlsx,7.0,6.0,1.0,8.0,1.0,4.0,13.0,13.0,55.0,0.0
2017-04-14,2017,4,VILLA DE VALLECAS,212616-92-policia-estadisticas.xlsx,13.0,17.0,3.0,20.0,37.0,20.0,14.0,21.0,56.0,0.0
2017-04-14,2017,4,VILLAVERDE,212616-92-policia-estadisticas.xlsx,14.0,15.0,2.0,21.0,1.0,33.0,17.0,19.0,691.0,11.0
2017-05-14,2017,5,ARGANZUELA,212616-52-policia-estadisticas.xlsx,7.0,6.0,0.0,12.0,2.0,27.0,43.0,12.0,55.0,0.0
2017-05-14,2017,5,BARAJAS,212616-52-policia-estadisticas.xlsx,3.0,5.0,0.0,1.0,0.0,9.0,14.0,4.0,0.0,0.0
2017-05-14,2017,5,CARABANCHEL,212616-52-policia-estadisticas.xlsx,6.0,12.0,0.0,11.0,2.0,66.0,43.0,23.0,61.0,0.0
2017-05-14,2017,5,CENTRO,212616-52-policia-estadisticas.xlsx,13.0,52.0,2.0,149.0,66.0,186.0,83.0,20.0,1004.0,14.0
2017-05-14,2017,5,CHAMARTÍN,212616-52-policia-estadisticas.xlsx,3.0,6.0,0.0,8.0,5.0,69.0,66.0,18.0,143.0,5.0
2017-05-14,2017,5,CHAMBERÍ,212616-52-policia-estadisticas.xlsx,8.0,9.0,0.0,20.0,2.0,26.0,50.0,11.0,239.0,17.0
2017-05-14,2017,5,CIUDAD LINEAL,212616-52-policia-estadisticas.xlsx,9.0,4.0,1.0,9.0,1.0,26.0,56.0,10.0,83.0,2.0
2017-05-14,2017,5,FUENCARRAL - EL PARDO,212616-52-policia-estadisticas.xlsx,0.0,1.0,0.0,22.0,0.0,30.0,46.0,9.0,21.0,0.0
2017-05-14,2017,5,HORTALEZA,212616-52-policia-estadisticas.xlsx,13.0,4.0,1.0,15.0,4.0,19.0,40.0,7.0,13.0,0.0
2017-05-14,2017,5,LATINA,212616-52-policia-estadisticas.xlsx,4.0,5.0,7.0,21.0,11.0,45.0,36.0,8.0,65.0,0.0
2017-05-14,2017,5,MONCLOA - ARAVACA,212616-52-policia-estadisticas.xlsx,3.0,4.0,0.0,4.0,5.0,24.0,58.0,17.0,275.0,2.0
2017-05-14,2017,5,MORATALAZ,212616-52-policia-estadisticas.xlsx,2.0,5.0,1.0,21.0,7.0,20.0,11.0,4.0,41.0,0.0
2017-05-14,2017,5,PUENTE DE VALLECAS,212616-52-policia-estadisticas.xlsx,8.0,7.0,0.0,59.0,12.0,92.0,57.0,16.0,140.0,2.0
2017-05-14,2017,5,RETIRO,212616-52-policia-estadisticas.xlsx,3.0,1.0,1.0,8.0,2.0,19.0,55.0,5.0,74.0,7.0
2017-05-14,2017,5,SALAMANCA,212616-52-policia-estadisticas.xlsx,20.0,37.0,1.0,10.0,5.0,41.0,68.0,8.0,63.0,2.0
2017-05-14,2017,5,SAN BLAS - CANILLEJAS,212616-52-policia-estadisticas.xlsx,2.0,13.0,1.0,21.0,2.0,28.0,47.0,5.0,45.0,0.0
2017-05-14,2017,5,SIN DISTRITO ASIGNADO,212616-52-policia-estadisticas.xlsx,370.0,482.0,12.0,74.0,42.0,0.0,0.0,0.0,0.0,0.0
2017-05-14,2017,5,TETUÁN,212616-52-policia-estadisticas.xlsx,6.0,4.0,1.0,23.0,1.0,34.0,55.0,6.0,331.0,13.0
2017-05-14,2017,5,USERA,212616-52-policia-estadisticas.xlsx,13.0,9.0,0.0,9.0,1.0,50.0,32.0,4.0,94.0,3.0
2017-05-14,2017,5,VICÁLVARO,212616-52-policia-estadisticas.xlsx,1.0,2.0,1.0,5.0,3.0,12.0,11.0,3.0,58.0,4.0
2017-05-14,2017,5,VILLA DE VALLECAS,212616-52-policia-estadisticas.xlsx,0.0,7.0,1.0,20.0,109.0,31.0,23.0,3.0,35.0,2.0
2017-05-14,2017,5,VILLAVERDE,212616-52-policia-estadisticas.xlsx,9.0,14.0,0.0,13.0,1.0,41.0,22.0,6.0,57.0,3.0
2017-06-13,2017,6,ARGANZUELA,212616-113-policia-estadisticas.xlsx,2.0,6.0,0.0,9.0,5.0,16.0,45.0,47.0,7.0,2.0
2017-06-13,2017,6,BARAJAS,212616-113-policia-estadisticas.xlsx,3.0,5.0,2.0,8.0,0.0,4.0,14.0,17.0,5.0,0.0
2017-06-13,2017,6,CARABANCHEL,212616-113-policia-estadisticas.xlsx,9.0,16.0,14.0,91.0,17.0,26.0,52.0,64.0,601.0,2.0
2017-06-13,2017,6,CENTRO,212616-113-policia-estadisticas.xlsx,47.0,125.0,7.0,204.0,44.0,188.0,47.0,65.0,1238.0,0.0
2017-06-13,2017,6,CHAMARTÍN,212616-113-policia-estadisticas.xlsx,6.0,14.0,1.0,53.0,26.0,23.0,58.0,53.0,115.0,3.0
2017-06-13,2017,6,CHAMBERÍ,212616-113-policia-estadisticas.xlsx,1.0,5.0,1.0,42.0,9.0,22.0,44.0,35.0,15.0,0.0
2017-06-13,2017,6,CIUDAD LINEAL,212616-113-policia-estadisticas.xlsx,13.0,13.0,2.0,20.0,1.0,38.0,55.0,65.0,65.0,0.0
2017-06-13,2017,6,FUENCARRAL - EL PARDO,212616-113-policia-estadisticas.xlsx,1.0,5.0,1.0,37.0,4.0,12.0,49.0,54.0,33.0,0.0
2017-06-13,2017,6,HORTALEZA,212616-113-policia-estadisticas.xlsx,3.0,8.0,2.0,48.0,5.0,11.0,33.0,48.0,40.0,0.0
2017-06-13,2017,6,LATINA,212616-113-policia-estadisticas.xlsx,20.0,13.0,7.0,82.0,14.0,44.0,32.0,41.0,135.0,2.0
2017-06-13,2017,6,MONCLOA - ARAVACA,212616-113-policia-estadisticas.xlsx,4.0,6.0,2.0,7.0,5.0,22.0,32.0,61.0,68.0,1.0
2017-06-13,2017,6,MORATALAZ,212616-113-policia-estadisticas.xlsx,4.0,2.0,0.0,0.0,0.0,4.0,15.0,28.0,2.0,0.0
2017-06-13,2017,6,PUENTE DE VALLECAS,212616-113-policia-estadisticas.xlsx,21.0,38.0,7.0,75.0,5.0,76.0,64.0,83.0,125.0,0.0
2017-06-13,2017,6,RETIRO,212616-113-policia-estadisticas.xlsx,3.0,7.0,1.0,25.0,4.0,16.0,33.0,40.0,168.0,5.0
2017-06-13,2017,6,SALAMANCA,212616-113-policia-estadisticas.xlsx,7.0,25.0,1.0,21.0,1.0,45.0,65.0,70.0,7.0,0.0
2017-06-13,2017,6,SAN BLAS - CANILLEJAS,212616-113-policia-estadisticas.xlsx,13.0,20.0,1.0,83.0,11.0,21.0,44.0,41.0,31.0,8.0
2017-06-13,2017,6,SIN DISTRITO ASIGNADO,212616-113-policia-estadisticas.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-13,2017,6,TETUÁN,212616-113-policia-estadisticas.xlsx,13.0,5.0,2.0,8.0,1.0,20.0,31.0,40.0,27.0,0.0
2017-06-13,2017,6,USERA,212616-113-policia-estadisticas.xlsx,4.0,4.0,1.0,3.0,1.0,28.0,30.0,53.0,113.0,1.0
2017-06-13,2017,6,VICÁLVARO,212616-113-policia-estadisticas.xlsx,4.0,3.0,1.0,1.0,0.0,4.0,17.0,21.0,10.0,0.0
2017-06-13,2017,6,VILLA DE VALLECAS,212616-113-policia-estadisticas.xlsx,8.0,14.0,3.0,6.0,4.0,20.0,29.0,30.0,22.0,0.0
2017-06-13,2017,6,VILLAVERDE,212616-113-policia-estadisticas.xlsx,6.0,8.0,4.0,18.0,2.0,25.0,33.0,48.0,454.0,0.0
2017-07-13,2017,7,ARGANZUELA,212616-135-policia-estadisticas.xlsx,5.0,10.0,0.0,12.0,1.0,25.0,36.0,44.0,7.0,0.0
2017-07-13,2017,7,BARAJAS,212616-135-policia-estadisticas.xlsx,1.0,3.0,0.0,40.0,8.0,7.0,13.0,20.0,134.0,3.0
2017-07-13,2017,7,CARABANCHEL,212616-135-policia-estadisticas.xlsx,14.0,20.0,5.0,47.0,3.0,89.0,51.0,109.0,246.0,0.0
2017-07-13,2017,7,CENTRO,212616-135-policia-estadisticas.xlsx,20.0,150.0,4.0,191.0,19.0,186.0,42.0,63.0,1465.0,20.0
2017-07-13,2017,7,CHAMARTÍN,212616-135-policia-estadisticas.xlsx,1.0,13.0,3.0,80.0,4.0,26.0,61.0,93.0,250.0,0.0
2017-07-13,2017,7,CHAMBERÍ,212616-135-policia-estadisticas.xlsx,7.0,2.0,0.0,10.0,4.0,14.0,42.0,55.0,4.0,0.0
2017-07-13,2017,7,CIUDAD LINEAL,212616-135-policia-estadisticas.xlsx,8.0,16.0,1.0,9.0,0.0,70.0,70.0,58.0,45.0,0.0
2017-07-13,2017,7,FUENCARRAL - EL PARDO,212616-135-policia-estadisticas.xlsx,4.0,3.0,1.0,22.0,0.0,38.0,56.0,71.0,40.0,0.0
2017-07-13,2017,7,HORTALEZA,212616-135-policia-estadisticas.xlsx,2.0,8.0,3.0,54.0,6.0,14.0,28.0,51.0,106.0,0.0
2017-07-13,2017,7,LATINA,212616-135-policia-estadisticas.xlsx,7.0,9.0,2.0,27.0,1.0,91.0,43.0,59.0,30.0,0.0
2017-07-13,2017,7,MONCLOA - ARAVACA,212616-135-policia-estadisticas.xlsx,18.0,17.0,4.0,10.0,1.0,24.0,31.0,77.0,84.0,1.0
2017-07-13,2017,7,MORATALAZ,212616-135-policia-estadisticas.xlsx,2.0,2.0,1.0,9.0,2.0,17.0,32.0,35.0,19.0,0.0
2017-07-13,2017,7,PUENTE DE VALLECAS,212616-135-policia-estadisticas.xlsx,38.0,42.0,9.0,106.0,4.0,165.0,49.0,93.0,93.0,1.0
2017-07-13,2017,7,RETIRO,212616-135-policia-estadisticas.xlsx,1.0,10.0,1.0,6.0,1.0,7.0,38.0,37.0,13.0,0.0
2017-07-13,2017,7,SALAMANCA,212616-135-policia-estadisticas.xlsx,7.0,36.0,0.0,5.0,1.0,37.0,54.0,79.0,3.0,0.0
2017-07-13,2017,7,SAN BLAS - CANILLEJAS,212616-135-policia-estadisticas.xlsx,12.0,15.0,4.0,16.0,0.0,33.0,31.0,63.0,21.0,0.0
2017-07-13,2017,7,SIN DISTRITO ASIGNADO,212616-135-policia-estadisticas.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-13,2017,7,TETUÁN,212616-135-policia-estadisticas.xlsx,8.0,6.0,5.0,12.0,2.0,48.0,42.0,45.0,5.0,0.0
2017-07-13,2017,7,USERA,212616-135-policia-estadisticas.xlsx,1.0,7.0,2.0,12.0,0.0,31.0,28.0,48.0,352.0,0.0
2017-07-13,2017,7,VICÁLVARO,212616-135-policia-estadisticas.xlsx,1.0,6.0,1.0,2.0,1.0,14.0,18.0,15.0,10.0,0.0
2017-07-13,2017,7,VILLA DE VALLECAS,212616-135-policia-estadisticas.xlsx,15.0,20.0,1.0,15.0,1.0,16.0,21.0,30.0,11.0,0.0
2017-07-13,2017,7,VILLAVERDE,212616-135-policia-estadisticas.xlsx,7.0,19.0,5.0,7.0,1.0,35.0,29.0,43.0,119.0,0.0
2017-08-12,2017,8,ARGANZUELA,212616-74-policia-estadisticas.xlsx,9.0,22.0,1.0,11.0,13.0,36.0,32.0,32.0,125.0,5.0
2017-08-12,2017,8,BARAJAS,212616-74-policia-estadisticas.xlsx,7.0,13.0,1.0,3.0,0.0,8.0,10.0,25.0,18.0,0.0
2017-08-12,2017,8,CARABANCHEL,212616-74-policia-estadisticas.xlsx,29.0,51.0,2.0,19.0,6.0,39.0,43.0,50.0,104.0,2.0
2017-08-12,2017,8,CENTRO,212616-74-policia-estadisticas.xlsx,54.0,71.0,8.0,177.0,60.0,141.0,60.0,38.0,729.0,1.0
2017-08-12,2017,8,CHAMARTÍN,212616-74-policia-estadisticas.xlsx,4.0,8.0,0.0,29.0,4.0,24.0,47.0,69.0,70.0,1.0
2017-08-12,2017,8,CHAMBERÍ,212616-74-policia-estadisticas.xlsx,21.0,19.0,1.0,44.0,12.0,25.0,49.0,51.0,270.0,14.0
2017-08-12,2017,8,CIUDAD LINEAL,212616-74-policia-estadisticas.xlsx,17.0,36.0,3.0,33.0,3.0,43.0,53.0,59.0,69.0,0.0
2017-08-12,2017,8,FUENCARRAL - EL PARDO,212616-74-policia-estadisticas.xlsx,12.0,21.0,0.0,32.0,10.0,19.0,34.0,52.0,18.0,0.0
2017-08-12,2017,8,HORTALEZA,212616-74-policia-estadisticas.xlsx,3.0,23.0,3.0,24.0,1.0,39.0,34.0,45.0,23.0,0.0
2017-08-12,2017,8,LATINA,212616-74-policia-estadisticas.xlsx,13.0,13.0,1.0,14.0,7.0,34.0,44.0,26.0,115.0,1.0
2017-08-12,2017,8,MONCLOA - ARAVACA,212616-74-policia-estadisticas.xlsx,9.0,17.0,0.0,28.0,6.0,19.0,42.0,48.0,210.0,2.0
2017-08-12,2017,8,MORATALAZ,212616-74-policia-estadisticas.xlsx,4.0,10.0,1.0,2.0,1.0,12.0,29.0,38.0,28.0,0.0
2017-08-12,2017,8,PUENTE DE VALLECAS,212616-74-policia-estadisticas.xlsx,22.0,30.0,12.0,113.0,2.0,98.0,48.0,62.0,71.0,0.0
2017-08-12,2017,8,RETIRO,212616-74-policia-estadisticas.xlsx,2.0,2.0,1.0,4.0,0.0,11.0,47.0,32.0,103.0,5.0
2017-08-12,2017,8,SALAMANCA,212616-74-policia-estadisticas.xlsx,7.0,32.0,0.0,91.0,14.0,50.0,64.0,68.0,94.0,5.0
2017-08-12,2017,8,SAN BLAS - CANILLEJAS,212616-74-policia-estadisticas.xlsx,7.0,17.0,3.0,14.0,3.0,27.0,42.0,47.0,29.0,8.0
2017-08-12,2017,8,SIN DISTRITO ASIGNADO,212616-74-policia-estadisticas.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-12,2017,8,TETUÁN,212616-74-policia-estadisticas.xlsx,11.0,25.0,1.0,10.0,0.0,59.0,44.0,47.0,269.0,7.0
2017-08-12,2017,8,USERA,212616-74-policia-estadisticas.xlsx,28.0,45.0,1.0,13.0,0.0,33.0,30.0,38.0,426.0,1.0
2017-08-12,2017,8,VICÁLVARO,212616-74-policia-estadisticas.xlsx,0.0,4.0,1.0,7.0,0.0,2.0,12.0,14.0,38.0,0.0
2017-08-12,2017,8,VILLA DE VALLECAS,212616-74-policia-estadisticas.xlsx,10.0,27.0,5.0,36.0,21.0,32.0,19.0,22.0,53.0,0.0
2017-08-12,2017,8,VILLAVERDE,212616-74-policia-estadisticas.xlsx,18.0,18.0,0.0,9.0,6.0,34.0,23.0,25.0,78.0,0.0
2017-09-11,2017,9,ARGANZUELA,212616-120-policia-estadisticas.xlsx,4.0,4.0,1.0,7.0,1.0,28.0,36.0,43.0,3.0,0.0
2017-09-11,2017,9,BARAJAS,212616-120-policia-estadisticas.xlsx,4.0,9.0,0.0,4.0,0.0,8.0,14.0,28.0,1.0,0.0
2017-09-11,2017,9,CARABANCHEL,212616-120-policia-estadisticas.xlsx,15.0,20.0,3.0,22.0,1.0,48.0,59.0,79.0,8.0,0.0
2017-09-11,2017,9,CENTRO,212616-120-policia-estadisticas.xlsx,29.0,145.0,645.0,243.0,35.0,294.0,42.0,63.0,2099.0,11.0
2017-09-11,2017,9,CHAMARTÍN,212616-120-policia-estadisticas.xlsx,7.0,8.0,1.0,105.0,27.0,25.0,56.0,82.0,286.0,12.0
2017-09-11,2017,9,CHAMBERÍ,212616-120-policia-estadisticas.xlsx,2.0,8.0,2.0,35.0,1.0,18.0,44.0,35.0,14.0,0.0
2017-09-11,2017,9,CIUDAD LINEAL,212616-120-policia-estadisticas.xlsx,7.0,9.0,2.0,7.0,0.0,33.0,49.0,52.0,90.0,13.0
2017-09-11,2017,9,FUENCARRAL - EL PARDO,212616-120-policia-estadisticas.xlsx,8.0,4.0,4.0,13.0,0.0,31.0,44.0,66.0,31.0,0.0
2017-09-11,2017,9,HORTALEZA,212616-120-policia-estadisticas.xlsx,2.0,1.0,2.0,18.0,1.0,12.0,34.0,41.0,16.0,0.0
2017-09-11,2017,9,LATINA,212616-120-policia-estadisticas.xlsx,9.0,10.0,0.0,11.0,1.0,26.0,34.0,44.0,138.0,0.0
2017-09-11,2017,9,MONCLOA - ARAVACA,212616-120-policia-estadisticas.xlsx,4.0,9.0,0.0,7.0,1.0,17.0,39.0,56.0,28.0,0.0
2017-09-11,2017,9,MORATALAZ,212616-120-policia-estadisticas.xlsx,1.0,4.0,0.0,2.0,1.0,12.0,26.0,40.0,20.0,0.0
2017-09-11,2017,9,PUENTE DE VALLECAS,212616-120-policia-estadisticas.xlsx,18.0,27.0,2.0,27.0,4.0,85.0,52.0,87.0,32.0,0.0
2017-09-11,2017,9,RETIRO,212616-120-policia-estadisticas.xlsx,1.0,7.0,0.0,3.0,1.0,15.0,48.0,46.0,13.0,0.0
2017-09-11,2017,9,SALAMANCA,212616-120-policia-estadisticas.xlsx,10.0,49.0,0.0,5.0,0.0,71.0,60.0,67.0,10.0,0.0
2017-09-11,2017,9,SAN BLAS - CANILLEJAS,212616-120-policia-estadisticas.xlsx,5.0,7.0,2.0,19.0,0.0,32.0,39.0,45.0,25.0,0.0
2017-09-11,2017,9,SIN DISTRITO ASIGNADO,212616-120-policia-estadisticas.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-11,2017,9,TETUÁN,212616-120-policia-estadisticas.xlsx,3.0,4.0,0.0,10.0,0.0,30.0,38.0,47.0,19.0,0.0
2017-09-11,2017,9,USERA,212616-120-policia-estadisticas.xlsx,5.0,4.0,0.0,2.0,0.0,27.0,33.0,50.0,126.0,0.0
2017-09-11,2017,9,VICÁLVARO,212616-120-policia-estadisticas.xlsx,0.0,1.0,6.0,20.0,4.0,12.0,27.0,27.0,45.0,0.0
2017-09-11,2017,9,VILLA DE VALLECAS,212616-120-policia-estadisticas.xlsx,9.0,24.0,4.0,7.0,2.0,16.0,23.0,29.0,24.0,0.0
2017-09-11,2017,9,VILLAVERDE,212616-120-policia-estadisticas.xlsx,8.0,6.0,4.0,16.0,4.0,30.0,32.0,40.0,272.0,0.0
2017-10-11,2017,10,ARGANZUELA,212616-61-policia-estadisticas.xlsx,8.0,13.0,2.0,9.0,9.0,22.0,35.0,41.0,12.0,1.0
2017-10-11,2017,10,BARAJAS,212616-61-policia-estadisticas.xlsx,7.0,12.0,0.0,2.0,0.0,5.0,8.0,20.0,0.0,0.0
2017-10-11,2017,10,CARABANCHEL,212616-61-policia-estadisticas.xlsx,3.0,9.0,0.0,24.0,0.0,35.0,51.0,58.0,30.0,1.0
2017-10-11,2017,10,CENTRO,212616-61-policia-estadisticas.xlsx,26.0,40.0,11.0,163.0,65.0,114.0,43.0,60.0,1307.0,22.0
2017-10-11,2017,10,CHAMARTÍN,212616-61-policia-estadisticas.xlsx,12.0,8.0,3.0,29.0,7.0,19.0,52.0,57.0,161.0,3.0
2017-10-11,2017,10,CHAMBERÍ,212616-61-policia-estadisticas.xlsx,23.0,10.0,0.0,14.0,6.0,19.0,43.0,57.0,80.0,17.0
2017-10-11,2017,10,CIUDAD LINEAL,212616-61-policia-estadisticas.xlsx,21.0,22.0,1.0,17.0,5.0,30.0,41.0,56.0,52.0,4.0
2017-10-11,2017,10,FUENCARRAL - EL PARDO,212616-61-policia-estadisticas.xlsx,1.0,3.0,1.0,43.0,0.0,15.0,52.0,69.0,15.0,2.0
2017-10-11,2017,10,HORTALEZA,212616-61-policia-estadisticas.xlsx,9.0,8.0,1.0,16.0,3.0,18.0,30.0,43.0,1.0,3.0
2017-10-11,2017,10,LATINA,212616-61-policia-estadisticas.xlsx,7.0,7.0,0.0,8.0,0.0,23.0,38.0,41.0,91.0,5.0
2017-10-11,2017,10,MONCLOA - ARAVACA,212616-61-policia-estadisticas.xlsx,5.0,12.0,1.0,2.0,0.0,12.0,36.0,52.0,97.0,0.0
2017-10-11,2017,10,MORATALAZ,212616-61-policia-estadisticas.xlsx,1.0,6.0,3.0,1.0,1.0,10.0,23.0,34.0,31.0,0.0
2017-10-11,2017,10,PUENTE DE VALLECAS,212616-61-policia-estadisticas.xlsx,16.0,31.0,12.0,78.0,7.0,86.0,45.0,90.0,115.0,3.0
2017-10-11,2017,10,RETIRO,212616-61-policia-estadisticas.xlsx,4.0,7.0,3.0,9.0,1.0,11.0,40.0,43.0,36.0,9.0
2017-10-11,2017,10,SALAMANCA,212616-61-policia-estadisticas.xlsx,8.0,40.0,0.0,14.0,8.0,37.0,58.0,62.0,66.0,2.0
2017-10-11,2017,10,SAN BLAS - CANILLEJAS,212616-61-policia-estadisticas.xlsx,8.0,16.0,6.0,13.0,1.0,23.0,46.0,51.0,25.0,3.0
2017-10-11,2017,10,SIN DISTRITO ASIGNADO,212616-61-policia-estadisticas.xlsx,209.0,286.0,14.0,42.0,70.0,0.0,0.0,0.0,0.0,0.0
2017-10-11,2017,10,TETUÁN,212616-61-policia-estadisticas.xlsx,25.0,14.0,3.0,35.0,7.0,39.0,36.0,47.0,202.0,9.0
2017-10-11,2017,10,USERA,212616-61-policia-estadisticas.xlsx,8.0,12.0,1.0,6.0,3.0,38.0,18.0,38.0,110.0,0.0
2017-10-11,2017,10,VICÁLVARO,212616-61-policia-estadisticas.xlsx,0.0,0.0,0.0,1.0,0.0,4.0,9.0,10.0,13.0,0.0
2017-10-11,2017,10,VILLA DE VALLECAS,212616-61-policia-estadisticas.xlsx,2.0,6.0,8.0,33.0,20.0,33.0,19.0,30.0,23.0,0.0
2017-10-11,2017,10,VILLAVERDE,212616-61-policia-estadisticas.xlsx,15.0,17.0,6.0,33.0,1.0,33.0,19.0,30.0,53.0,1.0
2017-11-10,2017,11,ARGANZUELA,212616-87-policia-estadisticas.xlsx,6.0,3.0,2.0,7.0,5.0,28.0,33.0,38.0,85.0,9.0
2017-11-10,2017,11,BARAJAS,212616-87-policia-estadisticas.xlsx,7.0,8.0,0.0,9.0,0.0,9.0,8.0,19.0,9.0,0.0
2017-11-10,2017,11,CARABANCHEL,212616-87-policia-estadisticas.xlsx,37.0,15.0,2.0,14.0,5.0,28.0,41.0,37.0,216.0,0.0
2017-11-10,2017,11,CENTRO,212616-87-policia-estadisticas.xlsx,37.0,71.0,11.0,83.0,16.0,123.0,48.0,31.0,434.0,2.0
2017-11-10,2017,11,CHAMARTÍN,212616-87-policia-estadisticas.xlsx,7.0,8.0,1.0,26.0,4.0,16.0,53.0,48.0,55.0,17.0
2017-11-10,2017,11,CHAMBERÍ,212616-87-policia-estadisticas.xlsx,10.0,7.0,1.0,8.0,4.0,21.0,50.0,42.0,52.0,0.0
2017-11-10,2017,11,CIUDAD LINEAL,212616-87-policia-estadisticas.xlsx,14.0,15.0,3.0,34.0,5.0,41.0,39.0,37.0,32.0,0.0
2017-11-10,2017,11,FUENCARRAL - EL PARDO,212616-87-policia-estadisticas.xlsx,10.0,8.0,2.0,26.0,0.0,17.0,45.0,46.0,167.0,10.0
2017-11-10,2017,11,HORTALEZA,212616-87-policia-estadisticas.xlsx,6.0,3.0,8.0,56.0,16.0,21.0,24.0,40.0,157.0,27.0
2017-11-10,2017,11,LATINA,212616-87-policia-estadisticas.xlsx,17.0,24.0,6.0,37.0,10.0,41.0,35.0,44.0,273.0,14.0
2017-11-10,2017,11,MONCLOA - ARAVACA,212616-87-policia-estadisticas.xlsx,34.0,16.0,5.0,22.0,0.0,17.0,37.0,44.0,144.0,13.0
2017-11-10,2017,11,MORATALAZ,212616-87-policia-estadisticas.xlsx,2.0,7.0,2.0,4.0,0.0,6.0,16.0,25.0,22.0,3.0
2017-11-10,2017,11,PUENTE DE VALLECAS,212616-87-policia-estadisticas.xlsx,24.0,35.0,12.0,46.0,1.0,75.0,52.0,70.0,89.0,0.0
2017-11-10,2017,11,RETIRO,212616-87-policia-estadisticas.xlsx,4.0,5.0,1.0,24.0,0.0,10.0,28.0,42.0,109.0,19.0
2017-11-10,2017,11,SALAMANCA,212616-87-policia-estadisticas.xlsx,10.0,43.0,3.0,17.0,2.0,64.0,40.0,53.0,20.0,6.0
2017-11-10,2017,11,SAN BLAS - CANILLEJAS,212616-87-policia-estadisticas.xlsx,21.0,25.0,4.0,19.0,2.0,32.0,28.0,34.0,35.0,4.0
2017-11-10,2017,11,SIN DISTRITO ASIGNADO,212616-87-policia-estadisticas.xlsx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
